attack,defense,height,hidden_ability,hp,main_ability,name,national,sp_attack,sp_defense,species,speed,total_stats,types,weight
30,38,0.3 m (1′00″),Sweet Veil,42,"Leaf Guard,Oblivious",Bounsweet,761,30,38,Fruit Pokémon,32,210,Grass,3.2 kg (7.1 lbs)
40,48,0.7 m (2′04″),Sweet Veil,52,"Leaf Guard,Oblivious",Steenee,762,40,48,Fruit Pokémon,62,290,Grass,8.2 kg (18.1 lbs)
120,98,1.2 m (3′11″),Sweet Veil,72,"Leaf Guard,Queenly Majesty",Tsareena,763,50,98,Fruit Pokémon,72,510,Grass,21.4 kg (47.2 lbs)
52,90,0.1 m (0′04″),Natural Cure,51,"Flower Veil,Triage",Comfey,764,82,110,Posy Picker Pokémon,100,485,Fairy,0.3 kg (0.7 lbs)
60,80,1.5 m (4′11″),Symbiosis,90,"Inner Focus,Telepathy",Oranguru,765,90,110,Sage Pokémon,60,490,"Normal,Psychic",76.0 kg (167.6 lbs)
120,90,2.0 m (6′07″),Defiant,100,Receiver,Passimian,766,40,60,Teamwork Pokémon,80,490,Fighting,82.8 kg (182.5 lbs)
35,40,0.5 m (1′08″),,25,Wimp Out,Wimpod,767,20,30,Turn Tail Pokémon,80,230,"Bug,Water",12.0 kg (26.5 lbs)
125,140,2.0 m (6′07″),,75,Emergency Exit,Golisopod,768,60,90,Hard Scale Pokémon,40,530,"Bug,Water",108.0 kg (238.1 lbs)
55,80,0.5 m (1′08″),Sand Veil,55,Water Compaction,Sandygast,769,70,45,Sand Heap Pokémon,15,320,"Ghost,Ground",70.0 kg (154.3 lbs)
75,110,1.3 m (4′03″),Sand Veil,85,Water Compaction,Palossand,770,100,75,Sand Castle Pokémon,35,480,"Ghost,Ground",250.0 kg (551.2 lbs)
60,130,0.3 m (1′00″),Unaware,55,Innards Out,Pyukumuku,771,30,130,Sea Cucumber Pokémon,5,410,Water,1.2 kg (2.6 lbs)
95,95,1.9 m (6′03″),,95,Battle Armor,Type: Null,772,95,95,Synthetic Pokémon,59,534,Normal,120.5 kg (265.7 lbs)
95,95,2.3 m (7′07″),,95,RKS System,Silvally,773,95,95,Synthetic Pokémon,95,570,Normal,100.5 kg (221.6 lbs)
60,100,"0.3 m (1′00″),0.3 m (1′00″)",,60,"Shields Down,Shields Down",Minior,774,60,100,"Meteor Pokémon,Meteor Pokémon",60,440,"Rock,Flying,Rock,Flying","40.0 kg (88.2 lbs),0.3 kg (0.7 lbs)"
115,65,0.4 m (1′04″),,65,Comatose,Komala,775,75,95,Drowsing Pokémon,65,480,Normal,19.9 kg (43.9 lbs)
78,135,2.0 m (6′07″),,60,Shell Armor,Turtonator,776,91,85,Blast Turtle Pokémon,36,485,"Fire,Dragon",212.0 kg (467.4 lbs)
98,63,0.3 m (1′00″),Sturdy,65,"Iron Barbs,Lightning Rod",Togedemaru,777,40,73,Roly-Poly Pokémon,96,435,"Electric,Steel",3.3 kg (7.3 lbs)
90,80,0.2 m (0′08″),,55,Disguise,Mimikyu,778,50,105,Disguise Pokémon,96,476,"Ghost,Fairy",0.7 kg (1.5 lbs)
105,70,0.9 m (2′11″),Wonder Skin,68,"Dazzling,Strong Jaw",Bruxish,779,70,70,Gnash Teeth Pokémon,92,475,"Water,Psychic",19.0 kg (41.9 lbs)
60,85,3.0 m (9′10″),Cloud Nine,78,"Berserk,Sap Sipper",Drampa,780,135,91,Placid Pokémon,36,485,"Normal,Dragon",185.0 kg (407.9 lbs)
131,100,3.9 m (12′10″),,70,Steelworker,Dhelmise,781,86,90,Sea Creeper Pokémon,40,517,"Ghost,Grass",210.0 kg (463.0 lbs)
55,65,0.6 m (2′00″),Overcoat,45,"Bulletproof,Soundproof",Jangmo-o,782,45,45,Scaly Pokémon,45,300,Dragon,29.7 kg (65.5 lbs)
75,90,1.2 m (3′11″),Overcoat,55,"Bulletproof,Soundproof",Hakamo-o,783,65,70,Scaly Pokémon,65,420,"Dragon,Fighting",47.0 kg (103.6 lbs)
110,125,1.6 m (5′03″),Overcoat,75,"Bulletproof,Soundproof",Kommo-o,784,100,105,Scaly Pokémon,85,600,"Dragon,Fighting",78.2 kg (172.4 lbs)
115,85,1.8 m (5′11″),Telepathy,70,Electric Surge,Tapu Koko,785,95,75,Land Spirit Pokémon,130,570,"Electric,Fairy",20.5 kg (45.2 lbs)
85,75,1.2 m (3′11″),Telepathy,70,Psychic Surge,Tapu Lele,786,130,115,Land Spirit Pokémon,95,570,"Psychic,Fairy",18.6 kg (41.0 lbs)
130,115,1.9 m (6′03″),Telepathy,70,Grassy Surge,Tapu Bulu,787,85,95,Land Spirit Pokémon,75,570,"Grass,Fairy",45.5 kg (100.3 lbs)
75,115,1.3 m (4′03″),Telepathy,70,Misty Surge,Tapu Fini,788,95,130,Land Spirit Pokémon,85,570,"Water,Fairy",21.2 kg (46.7 lbs)
29,31,0.2 m (0′08″),,43,Unaware,Cosmog,789,29,31,Nebula Pokémon,37,200,Psychic,0.1 kg (0.2 lbs)
29,131,0.1 m (0′04″),,43,Sturdy,Cosmoem,790,29,131,Protostar Pokémon,37,400,Psychic,999.9 kg (2204.4 lbs)
137,107,3.4 m (11′02″),,137,Full Metal Body,Solgaleo,791,113,89,Sunne Pokémon,97,680,"Psychic,Steel",230.0 kg (507.1 lbs)
113,89,4.0 m (13′01″),,137,Shadow Shield,Lunala,792,137,107,Moone Pokémon,97,680,"Psychic,Ghost",120.0 kg (264.6 lbs)
53,47,1.2 m (3′11″),,109,Beast Boost,Nihilego,793,127,131,Parasite Pokémon,103,570,"Rock,Poison",55.5 kg (122.4 lbs)
139,139,2.4 m (7′10″),,107,Beast Boost,Buzzwole,794,53,53,Swollen Pokémon,79,570,"Bug,Fighting",333.6 kg (735.5 lbs)
137,37,1.8 m (5′11″),,71,Beast Boost,Pheromosa,795,137,37,Lissome Pokémon,151,570,"Bug,Fighting",25.0 kg (55.1 lbs)
89,71,3.8 m (12′06″),,83,Beast Boost,Xurkitree,796,173,71,Glowing Pokémon,83,570,Electric,100.0 kg (220.5 lbs)
101,103,9.2 m (30′02″),,97,Beast Boost,Celesteela,797,107,101,Launch Pokémon,61,570,"Steel,Flying",999.9 kg (2204.4 lbs)
181,131,0.3 m (1′00″),,59,Beast Boost,Kartana,798,59,31,Drawn Sword Pokémon,109,570,"Grass,Steel",0.1 kg (0.2 lbs)
101,53,5.5 m (18′01″),,223,Beast Boost,Guzzlord,799,97,53,Junkivore Pokémon,43,570,"Dark,Dragon",888.0 kg (1957.7 lbs)
107,101,"2.4 m (7′10″),3.8 m (12′06″),4.2 m (13′09″),7.5 m (24′07″)",,97,"Prism Armor,Prism Armor,Prism Armor,Neuroforce",Necrozma,800,127,89,"Prism Pokémon,Prism Pokémon,Prism Pokémon,Prism Pokémon",79,600,"Psychic,Psychic,Steel,Psychic,Ghost,Psychic,Dragon","230.0 kg (507.1 lbs),460.0 kg (1014.1 lbs),350.0 kg (771.6 lbs),230.0 kg (507.1 lbs)"
95,115,1.0 m (3′03″),,80,Soul-Heart,Magearna,801,130,115,Artificial Pokémon,65,600,"Steel,Fairy",80.5 kg (177.5 lbs)
125,80,0.7 m (2′04″),,90,Technician,Marshadow,802,90,90,Gloomdweller Pokémon,125,600,"Fighting,Ghost",22.2 kg (48.9 lbs)
73,67,0.6 m (2′00″),,67,Beast Boost,Poipole,803,73,67,Poison Pin Pokémon,73,420,Poison,1.8 kg (4.0 lbs)
73,73,3.6 m (11′10″),,73,Beast Boost,Naganadel,804,127,73,Poison Pin Pokémon,121,540,"Poison,Dragon",150.0 kg (330.7 lbs)
131,211,5.5 m (18′01″),,61,Beast Boost,Stakataka,805,53,101,Rampart Pokémon,13,570,"Rock,Steel",820.0 kg (1807.8 lbs)
127,53,1.8 m (5′11″),,53,Beast Boost,Blacephalon,806,151,79,Fireworks Pokémon,107,570,"Fire,Ghost",13.0 kg (28.7 lbs)
112,75,1.5 m (4′11″),,88,Volt Absorb,Zeraora,807,102,80,Thunderclap Pokémon,143,600,Electric,44.5 kg (98.1 lbs)
65,65,0.2 m (0′08″),,46,Magnet Pull,Meltan,808,55,35,Hex Nut Pokémon,34,300,Steel,8.0 kg (17.6 lbs)
143,143,2.5 m (8′02″),,135,Iron Fist,Melmetal,809,80,65,Hex Nut Pokémon,34,600,Steel,800.0 kg (1763.7 lbs)
65,50,0.3 m (1′00″),Grassy Surge,50,Overgrow,Grookey,810,40,40,Chimp Pokémon,65,310,Grass,5.0 kg (11.0 lbs)
85,70,0.7 m (2′04″),Grassy Surge,70,Overgrow,Thwackey,811,55,60,Beat Pokémon,80,420,Grass,14.0 kg (30.9 lbs)
125,90,2.1 m (6′11″),Grassy Surge,100,Overgrow,Rillaboom,812,60,70,Drummer Pokémon,85,530,Grass,90.0 kg (198.4 lbs)
71,40,0.3 m (1′00″),Libero,50,Blaze,Scorbunny,813,40,40,Rabbit Pokémon,69,310,Fire,4.5 kg (9.9 lbs)
86,60,0.6 m (2′00″),Libero,65,Blaze,Raboot,814,55,60,Rabbit Pokémon,94,420,Fire,9.0 kg (19.8 lbs)
116,75,1.4 m (4′07″),Libero,80,Blaze,Cinderace,815,65,75,Striker Pokémon,119,530,Fire,33.0 kg (72.8 lbs)
40,40,0.3 m (1′00″),Sniper,50,Torrent,Sobble,816,70,40,Water Lizard Pokémon,70,310,Water,4.0 kg (8.8 lbs)
60,55,0.7 m (2′04″),Sniper,65,Torrent,Drizzile,817,95,55,Water lizard Pokémon,90,420,Water,11.5 kg (25.4 lbs)
85,65,1.9 m (6′03″),Sniper,70,Torrent,Inteleon,818,125,65,Secret Agent Pokémon,120,530,Water,45.2 kg (99.6 lbs)
55,55,0.3 m (1′00″),Gluttony,70,Cheek Pouch,Skwovet,819,35,35,Cheeky Pokémon,25,275,Normal,2.5 kg (5.5 lbs)
95,95,0.6 m (2′00″),Gluttony,120,Cheek Pouch,Greedent,820,55,75,Greedy Pokémon,20,460,Normal,6.0 kg (13.2 lbs)
47,35,0.2 m (0′08″),Big Pecks,38,"Keen Eye,Unnerve",Rookidee,821,33,35,Tiny Bird Pokémon,57,245,Flying,1.8 kg (4.0 lbs)
67,55,0.8 m (2′07″),Big Pecks,68,"Keen Eye,Unnerve",Corvisquire,822,43,55,Raven Pokémon,77,365,Flying,16.0 kg (35.3 lbs)
87,105,2.2 m (7′03″),Mirror Armor,98,"Pressure,Unnerve",Corviknight,823,53,85,Raven Pokémon,67,495,"Flying,Steel",75.0 kg (165.3 lbs)
20,20,0.4 m (1′04″),Telepathy,25,"Swarm,Compound Eyes",Blipbug,824,25,45,Larva Pokémon,45,180,Bug,8.0 kg (17.6 lbs)
35,80,0.4 m (1′04″),Telepathy,50,"Swarm,Compound Eyes",Dottler,825,50,90,Radome Pokémon,30,335,"Bug,Psychic",19.5 kg (43.0 lbs)
45,110,0.4 m (1′04″),Telepathy,60,"Swarm,Frisk",Orbeetle,826,80,120,Seven Spot Pokémon,90,505,"Bug,Psychic",40.8 kg (89.9 lbs)
28,28,0.6 m (2′00″),Stakeout,40,"Run Away,Unburden",Nickit,827,47,52,Fox Pokémon,50,245,Dark,8.9 kg (19.6 lbs)
58,58,1.2 m (3′11″),Stakeout,70,"Run Away,Unburden",Thievul,828,87,92,Fox Pokémon,90,455,Dark,19.9 kg (43.9 lbs)
40,60,0.4 m (1′04″),Effect Spore,40,"Cotton Down,Regenerator",Gossifleur,829,40,60,Flowering Pokémon,10,250,Grass,2.2 kg (4.9 lbs)
50,90,0.5 m (1′08″),Effect Spore,60,"Cotton Down,Regenerator",Eldegoss,830,80,120,Cotton Bloom Pokémon,60,460,Grass,2.5 kg (5.5 lbs)
40,55,0.6 m (2′00″),Bulletproof,42,"Fluffy,Run Away",Wooloo,831,40,45,Sheep Pokémon,48,270,Normal,6.0 kg (13.2 lbs)
80,100,1.3 m (4′03″),Bulletproof,72,"Fluffy,Steadfast",Dubwool,832,60,90,Sheep Pokémon,88,490,Normal,43.0 kg (94.8 lbs)
64,50,0.3 m (1′00″),Swift Swim,50,"Strong Jaw,Shell Armor",Chewtle,833,38,38,Snapping Pokémon,44,284,Water,8.5 kg (18.7 lbs)
115,90,1.0 m (3′03″),Swift Swim,90,"Strong Jaw,Shell Armor",Drednaw,834,48,68,Bite Pokémon,74,485,"Water,Rock",115.5 kg (254.6 lbs)
45,50,0.3 m (1′00″),Rattled,59,Ball Fetch,Yamper,835,40,50,Puppy Pokémon,26,270,Electric,13.5 kg (29.8 lbs)
90,60,1.0 m (3′03″),Competitive,69,Strong Jaw,Boltund,836,90,60,Dog Pokémon,121,490,Electric,34.0 kg (75.0 lbs)
40,50,0.3 m (1′00″),Flash Fire,30,"Steam Engine,Heatproof",Rolycoly,837,40,50,Coal Pokémon,30,240,Rock,12.0 kg (26.5 lbs)
60,90,1.1 m (3′07″),Flash Fire,80,"Steam Engine,Flame Body",Carkol,838,60,70,Coal Pokémon,50,410,"Rock,Fire",78.0 kg (172.0 lbs)
80,120,2.8 m (9′02″),Flash Fire,110,"Steam Engine,Flame Body",Coalossal,839,80,90,Coal Pokémon,30,510,"Rock,Fire",310.5 kg (684.5 lbs)
40,80,0.2 m (0′08″),Bulletproof,40,"Ripen,Gluttony",Applin,840,40,40,Apple Core Pokémon,20,260,"Grass,Dragon",0.5 kg (1.1 lbs)
110,80,0.3 m (1′00″),Hustle,70,"Ripen,Gluttony",Flapple,841,95,60,Apple Wing Pokémon,70,485,"Grass,Dragon",1.0 kg (2.2 lbs)
85,80,0.4 m (1′04″),Thick Fat,110,"Ripen,Gluttony",Appletun,842,100,80,Apple Nectar Pokémon,30,485,"Grass,Dragon",13.0 kg (28.7 lbs)
57,75,2.2 m (7′03″),Sand Veil,52,"Sand Spit,Shed Skin",Silicobra,843,35,50,Sand Snake Pokémon,46,315,Ground,7.6 kg (16.8 lbs)
107,125,3.8 m (12′06″),Sand Veil,72,"Sand Spit,Shed Skin",Sandaconda,844,65,70,Sand Snake Pokémon,71,510,Ground,65.5 kg (144.4 lbs)
85,55,0.8 m (2′07″),,70,Gulp Missile,Cramorant,845,85,95,Gulp Pokémon,85,475,"Flying,Water",18.0 kg (39.7 lbs)
63,40,0.5 m (1′08″),Propeller Tail,41,Swift Swim,Arrokuda,846,40,30,Rush Pokémon,66,280,Water,1.0 kg (2.2 lbs)
123,60,1.3 m (4′03″),Propeller Tail,61,Swift Swim,Barraskewda,847,60,50,Skewer Pokémon,136,490,Water,30.0 kg (66.1 lbs)
38,35,0.4 m (1′04″),Klutz,40,"Rattled,Static",Toxel,848,54,35,Baby Pokémon,40,242,"Electric,Poison",11.0 kg (24.3 lbs)
98,70,"1.6 m (5′03″),1.6 m (5′03″)","Technician,Technician",75,"Punk Rock,Minus,Punk Rock,Plus",Toxtricity,849,114,70,"Punk Pokémon,Punk Pokémon",75,502,"Electric,Poison,Electric,Poison","40.0 kg (88.2 lbs),40.0 kg (88.2 lbs)"
65,45,0.7 m (2′04″),Flame Body,50,"Flash Fire,White Smoke",Sizzlipede,850,50,50,Radiator Pokémon,45,305,"Fire,Bug",1.0 kg (2.2 lbs)
115,65,3.0 m (9′10″),Flame Body,100,"Flash Fire,White Smoke",Centiskorch,851,90,90,Radiator Pokémon,65,525,"Fire,Bug",120.0 kg (264.6 lbs)
68,60,0.6 m (2′00″),Technician,50,Limber,Clobbopus,852,50,50,Tantrum Pokémon,32,310,Fighting,4.0 kg (8.8 lbs)
118,90,1.6 m (5′03″),Technician,80,Limber,Grapploct,853,70,80,Tantrum Pokémon,42,480,Fighting,39.0 kg (86.0 lbs)
45,45,0.1 m (0′04″),Cursed Body,40,Weak Armor,Sinistea,854,74,54,Black Tea Pokémon,50,308,Ghost,0.2 kg (0.4 lbs)
65,65,0.2 m (0′08″),Cursed Body,60,Weak Armor,Polteageist,855,134,114,Black Tea Pokémon,70,508,Ghost,0.4 kg (0.9 lbs)
30,45,0.4 m (1′04″),Magic Bounce,42,"Healer,Anticipation",Hatenna,856,56,53,Calm Pokémon,39,265,Psychic,3.4 kg (7.5 lbs)
40,65,0.6 m (2′00″),Magic Bounce,57,"Healer,Anticipation",Hattrem,857,86,73,Serene Pokémon,49,370,Psychic,4.8 kg (10.6 lbs)
90,95,2.1 m (6′11″),Magic Bounce,57,"Healer,Anticipation",Hatterene,858,136,103,Silent Pokémon,29,510,"Psychic,Fairy",5.0 kg (11.0 lbs)
45,30,0.4 m (1′04″),Pickpocket,45,"Prankster,Frisk",Impidimp,859,55,40,Wily Pokémon,50,265,"Dark,Fairy",5.5 kg (12.1 lbs)
60,45,0.8 m (2′07″),Pickpocket,65,"Prankster,Frisk",Morgrem,860,75,55,Devious Pokémon,70,370,"Dark,Fairy",12.5 kg (27.6 lbs)
120,65,1.5 m (4′11″),Pickpocket,95,"Prankster,Frisk",Grimmsnarl,861,95,75,Bulk Up Pokémon,60,510,"Dark,Fairy",61.0 kg (134.5 lbs)
90,101,1.6 m (5′03″),Defiant,93,"Reckless,Guts",Obstagoon,862,60,81,Blocking Pokémon,95,520,"Dark,Normal",46.0 kg (101.4 lbs)
110,100,0.8 m (2′07″),Steely Spirit,70,"Battle Armor,Tough Claws",Perrserker,863,50,60,Viking Pokémon,50,440,Steel,28.0 kg (61.7 lbs)
95,50,1.0 m (3′03″),Perish Body,60,Weak Armor,Cursola,864,145,130,Coral Pokémon,30,510,Ghost,0.4 kg (0.9 lbs)
135,95,0.8 m (2′07″),Scrappy,62,Steadfast,Sirfetch'd,865,68,82,Wild Duck Pokémon,65,507,Fighting,117.0 kg (257.9 lbs)
85,75,1.5 m (4′11″),Ice Body,80,"Tangled Feet,Screen Cleaner",Mr. Rime,866,110,100,Comedian Pokémon,70,520,"Psychic,Ice",58.2 kg (128.3 lbs)
95,145,1.6 m (5′03″),,58,Wandering Spirit,Runerigus,867,50,105,Grudge Pokémon,30,483,"Ground,Ghost",66.6 kg (146.8 lbs)
40,40,0.2 m (0′08″),Aroma Veil,45,Sweet Veil,Milcery,868,50,61,Cream Pokémon,34,270,Fairy,0.3 kg (0.7 lbs)
60,75,0.3 m (1′00″),Aroma Veil,65,Sweet Veil,Alcremie,869,110,121,Cream Pokémon,64,495,Fairy,0.5 kg (1.1 lbs)
100,100,3.0 m (9′10″),Defiant,65,Battle Armor,Falinks,870,70,60,Formation Pokémon,75,470,Fighting,62.0 kg (136.7 lbs)
101,95,0.3 m (1′00″),Electric Surge,48,Lightning Rod,Pincurchin,871,91,85,Sea Urchin Pokémon,15,435,Electric,1.0 kg (2.2 lbs)
25,35,0.3 m (1′00″),Ice Scales,30,Shield Dust,Snom,872,45,30,Worm Pokémon,20,185,"Ice,Bug",3.8 kg (8.4 lbs)
65,60,1.3 m (4′03″),Ice Scales,70,Shield Dust,Frosmoth,873,125,90,Frost Moth Pokémon,65,475,"Ice,Bug",42.0 kg (92.6 lbs)
125,135,2.5 m (8′02″),,100,Power Spot,Stonjourner,874,20,20,Big Rock Pokémon,70,470,Rock,520.0 kg (1146.4 lbs)
80,110,"1.4 m (4′07″),1.4 m (4′07″)",,75,"Ice Face,Ice Face",Eiscue,875,65,90,"Penguin Pokémon,Penguin Pokémon",50,470,"Ice,Ice","89.0 kg (196.2 lbs),89.0 kg (196.2 lbs)"
65,55,"0.9 m (2′11″),0.9 m (2′11″)","Psychic Surge,Psychic Surge",60,"Inner Focus,Synchronize,Own Tempo,Synchronize",Indeedee,876,105,95,"Emotion Pokémon,Emotion Pokémon",95,475,"Psychic,Normal,Psychic,Normal","28.0 kg (61.7 lbs),28.0 kg (61.7 lbs)"
95,58,"0.3 m (1′00″),0.3 m (1′00″)",,58,"Hunger Switch,Hunger Switch",Morpeko,877,70,58,"Two-Sided Pokémon,Two-Sided Pokémon",97,436,"Electric,Dark,Electric,Dark","3.0 kg (6.6 lbs),3.0 kg (6.6 lbs)"
80,49,1.2 m (3′11″),Heavy Metal,72,Sheer Force,Cufant,878,40,49,Copperderm Pokémon,40,330,Steel,100.0 kg (220.5 lbs)
130,69,3.0 m (9′10″),Heavy Metal,122,Sheer Force,Copperajah,879,80,69,Copperderm Pokémon,30,500,Steel,650.0 kg (1433.0 lbs)
100,90,1.8 m (5′11″),Sand Rush,90,"Volt Absorb,Hustle",Dracozolt,880,80,70,Fossil Pokémon,75,505,"Electric,Dragon",190.0 kg (418.9 lbs)
100,90,2.3 m (7′07″),Slush Rush,90,"Volt Absorb,Static",Arctozolt,881,90,80,Fossil Pokémon,55,505,"Electric,Ice",150.0 kg (330.7 lbs)
90,100,2.3 m (7′07″),Sand Rush,90,"Water Absorb,Strong Jaw",Dracovish,882,70,80,Fossil Pokémon,75,505,"Water,Dragon",215.0 kg (474.0 lbs)
90,100,2.0 m (6′07″),Slush Rush,90,"Water Absorb,Ice Body",Arctovish,883,80,90,Fossil Pokémon,55,505,"Water,Ice",175.0 kg (385.8 lbs)
95,115,1.8 m (5′11″),Stalwart,70,"Light Metal,Heavy Metal",Duraludon,884,120,50,Alloy Pokémon,85,535,"Steel,Dragon",40.0 kg (88.2 lbs)
60,30,0.5 m (1′08″),Cursed Body,28,"Clear Body,Infiltrator",Dreepy,885,40,30,Lingering Pokémon,82,270,"Dragon,Ghost",2.0 kg (4.4 lbs)
80,50,1.4 m (4′07″),Cursed Body,68,"Clear Body,Infiltrator",Drakloak,886,60,50,Caretaker Pokémon,102,410,"Dragon,Ghost",11.0 kg (24.3 lbs)
120,75,3.0 m (9′10″),Cursed Body,88,"Clear Body,Infiltrator",Dragapult,887,100,75,Stealth Pokémon,142,600,"Dragon,Ghost",50.0 kg (110.2 lbs)
170,115,"2.8 m (9′02″),2.8 m (9′02″)",,92,"Intrepid Sword,Intrepid Sword",Zacian,888,80,115,"Warrior Pokémon,Warrior Pokémon",148,720,"Fairy,Steel,Fairy","355.0 kg (782.6 lbs),110.0 kg (242.5 lbs)"
130,145,"2.9 m (9′06″),2.9 m (9′06″)",,92,"Dauntless Shield,Dauntless Shield",Zamazenta,889,80,145,"Warrior Pokémon,Warrior Pokémon",128,720,"Fighting,Steel,Fighting","785.0 kg (1730.6 lbs),210.0 kg (463.0 lbs)"
85,95,"20.0 m (65′07″),100.0 m (328′01″)",,140,Pressure,Eternatus,890,145,95,"Gigantic Pokémon,Gigantic Pokémon",130,690,"Poison,Dragon,Poison,Dragon","950.0 kg (2094.4 lbs),—"
